30	48	198
30	48	444
30	17	117
30	48	196
30	8	24
30	85	67
30	17	197
30	45	19
30	66	55
30	15	3
30	48	63
30	48	75
30	15	169
30	48	20
30	15	58
30	15	40
30	38	121
30	15	39
30	48	264
30	15	56
30	66	17
30	66	30
30	3	26
30	38	35
30	48	140
30	66	37
30	77	18
30	15	60
30	48	477
30	8	102
30	48	284
30	48	199
30	48	69
30	15	59
30	8	11
30	45	12
30	8	78
30	45	70
30	15	1
30	77	19
30	6	161
30	85	168
30	85	167
30	85	155
30	85	154
30	85	32
30	85	117
30	85	198
30	85	199
30	85	196
30	85	72
30	85	54
30	85	489
30	8	100
30	45	21
6	15	6
6	15	7
6	15	4
6	101	96
6	101	32
6	22	29
6	15	38
6	101	83
6	15	36
6	15	5
6	22	9
6	101	117
6	22	16
6	101	154
6	15	55
6	58	6
6	58	7
6	101	140
6	58	4
6	22	33
6	15	3
6	15	169
6	58	5
6	101	198
6	22	10
6	22	27
6	101	138
6	15	1
6	22	34
6	15	40
6	22	49
6	22	53
6	101	196
6	15	39
6	15	152
6	58	38
6	58	1
6	15	58
6	15	56
6	25	481
6	25	482
6	15	60
6	15	59
6	15	157
6	101	199
6	15	86
6	15	119
6	69	189
6	58	3
6	15	37
6	22	18
6	69	32
6	58	157
6	15	41
6	22	51
6	58	32
6	101	139
6	15	117
6	101	67
6	15	35
6	15	0
6	15	32
6	15	153
6	22	19
6	58	117
6	58	39
6	22	111
6	61	67
6	120	104
6	120	15
6	120	106
6	120	58
6	120	55
6	120	117
6	120	311
6	120	267
6	58	152
6	58	188
6	58	187
6	23	203
6	23	58
6	101	72
6	22	31
6	72	189
6	22	22
6	72	32
6	58	154
6	23	55
6	22	23
6	124	67
6	22	12
6	152	4
6	152	6
6	152	7
6	152	73
6	58	86
6	22	68
17	8	9
17	8	29
17	8	16
17	8	33
17	19	115
17	8	10
17	6	123
17	6	129
17	6	128
17	8	27
17	8	34
17	8	53
17	8	49
17	17	67
17	17	164
17	17	268
17	6	126
17	17	32
17	8	18
17	8	31
17	17	168
17	8	19
17	8	30
17	8	17
17	3	16
17	3	9
17	3	29
17	17	75
17	8	26
17	6	131
17	6	132
17	3	33
17	3	10
17	38	128
17	6	121
17	38	129
17	38	126
17	38	123
17	8	12
17	6	35
17	3	27
17	8	22
17	15	6
17	8	8
17	3	34
17	17	54
17	8	21
17	66	6
17	66	7
17	66	4
17	3	53
17	3	49
17	45	31
17	45	29
17	45	33
17	17	198
17	45	9
17	17	196
17	45	10
17	45	30
17	8	23
17	45	17
17	8	148
17	66	3
17	8	28
17	66	38
17	45	16
17	45	27
17	77	31
17	77	29
17	8	111
17	77	33
17	77	10
17	66	169
17	77	9
17	66	157
17	45	26
17	8	108
17	8	69
17	66	152
17	45	53
17	45	49
17	77	17
17	77	30
17	15	7
17	17	213
17	15	4
17	77	27
17	3	18
17	77	16
17	17	163
17	66	0
17	48	3
17	48	73
17	48	6
17	48	4
17	48	7
17	48	32
17	48	157
17	48	86
17	48	152
17	48	38
17	48	153
17	48	0
17	48	42
17	8	76
17	66	153
17	48	170
17	66	36
17	66	40
17	48	155
17	48	5
17	48	154
17	77	53
17	77	49
17	48	67
17	48	1
17	3	31
17	8	70
17	48	2
17	45	18
17	77	26
17	48	74
17	48	11
17	3	19
17	48	169
17	66	86
17	48	30
17	43	196
17	43	67
17	43	453
17	43	198
17	43	170
17	43	259
17	43	44
17	43	194
17	66	32
17	66	1
17	8	51
17	48	72
17	45	34
17	48	197
17	17	257
17	66	42
17	66	39
17	77	34
17	48	127
17	3	30
17	66	5
17	48	55
17	48	175
17	48	109
17	3	17
17	48	15
17	48	198
17	38	132
17	38	131
17	48	444
17	17	117
17	48	196
17	8	24
17	85	67
17	66	55
17	17	197
17	45	19
17	48	63
17	48	75
17	48	20
17	48	264
17	66	17
17	66	30
17	66	37
17	77	18
17	48	140
17	3	26
17	48	477
17	48	284
17	48	199
17	48	69
17	8	102
17	38	121
17	8	11
17	38	35
17	45	12
17	8	78
17	45	70
17	77	19
17	15	5
17	6	161
17	8	100
17	85	168
17	85	167
17	85	155
17	85	154
17	85	32
17	85	117
17	85	198
17	85	199
17	85	196
17	85	72
17	85	54
17	85	489
17	45	21
32	15	6
32	20	18
32	15	7
32	20	9
32	15	4
32	20	76
32	20	29
32	20	22
32	20	16
32	20	27
32	20	148
32	20	102
32	20	78
32	20	33
32	20	24
32	20	100
32	20	10
32	15	38
32	20	53
32	15	36
32	15	5
32	20	49
32	2	129
32	20	81
32	2	128
32	15	55
32	15	3
32	2	123
32	15	169
32	15	40
32	15	1
32	15	39
32	2	126
32	17	67
32	17	164
32	15	152
32	17	268
32	15	58
32	15	56
32	71	29
32	15	60
32	69	189
32	15	59
32	20	31
32	69	32
32	17	32
32	15	157
32	71	9
32	58	6
32	19	115
32	20	30
32	15	86
32	58	7
32	58	4
32	20	17
32	71	33
32	71	16
32	89	58
32	89	56
32	89	55
32	58	5
32	89	59
32	71	10
32	58	32
32	15	37
32	89	6
32	15	119
32	71	27
32	20	21
32	89	119
32	29	6
32	29	7
32	29	73
32	29	4
32	29	3
32	89	60
32	29	32
32	29	86
32	29	74
32	20	51
32	15	41
32	29	5
32	20	34
32	21	29
32	21	34
32	29	157
32	58	3
32	15	117
32	71	53
32	71	49
32	21	51
32	89	35
32	20	26
32	21	68
32	2	121
32	58	157
32	58	38
32	20	77
32	15	0
32	15	35
32	20	12
32	20	151
32	20	69
32	71	34
32	20	108
32	15	32
32	17	168
32	23	203
32	23	58
32	72	189
32	72	32
32	29	117
32	29	152
32	42	18
32	2	35
32	42	29
32	42	22
32	15	153
32	58	1
32	20	150
32	42	76
32	29	38
32	29	154
32	63	58
32	23	55
32	63	55
32	58	117
32	71	18
32	6	123
32	58	154
32	17	54
32	8	9
3	15	6
3	15	7
3	15	4
3	15	36
3	15	55
3	15	38
3	15	5
3	15	169
3	15	40
3	15	58
3	15	56
3	15	1
3	15	60
3	15	3
3	15	59
3	15	39
3	58	6
3	69	189
3	69	32
3	15	119
3	15	152
3	58	7
3	58	4
3	58	5
3	58	3
3	15	157
3	15	37
3	15	35
3	15	41
3	58	157
3	15	86
3	58	32
3	58	38
3	58	117
3	72	189
3	72	32
3	58	152
3	15	0
3	58	1
3	23	203
3	23	58
3	58	154
3	23	55
3	15	117
157	15	6
157	15	7
157	15	4
157	15	38
157	15	5
157	15	36
157	15	55
157	15	3
157	15	169
157	15	1
157	15	40
157	15	152
157	15	39
157	15	58
157	15	56
157	15	60
157	15	157
157	15	59
157	15	86
157	58	6
157	69	189
157	69	32
157	58	7
157	58	4
157	15	119
157	58	5
157	15	117
157	15	37
157	58	157
157	15	41
157	58	3
157	15	0
157	15	35
157	15	32
157	15	153
157	58	32
157	58	38
157	58	117
157	58	1
157	58	152
157	72	189
157	72	32
157	58	154
53	8	9
53	8	29
53	8	16
53	8	33
53	8	10
53	19	115
53	6	123
53	17	67
53	17	164
53	8	27
53	6	129
53	6	128
53	8	34
53	17	268
53	8	53
53	8	49
53	17	32
53	6	126
53	17	168
53	8	18
53	3	16
53	3	9
53	17	75
53	3	29
53	8	31
53	8	19
53	3	33
53	3	10
53	8	30
53	8	17
53	6	131
53	6	132
53	38	128
53	6	121
53	17	54
53	8	26
53	3	27
53	8	8
53	6	35
53	3	34
53	38	129
53	38	126
53	3	53
53	3	49
53	8	12
53	17	198
53	17	196
53	8	22
53	66	6
53	66	7
53	66	4
53	38	123
53	48	4
53	48	6
53	48	7
53	48	73
53	48	3
53	48	32
53	48	157
53	48	86
53	48	152
53	48	38
53	48	153
53	48	0
53	17	213
53	48	42
53	48	170
53	8	21
53	48	155
53	66	38
53	48	5
53	48	154
53	8	23
53	66	3
53	48	1
53	48	67
53	48	2
53	48	74
53	48	11
53	48	169
53	43	259
53	43	194
53	43	196
53	43	170
53	43	67
53	43	44
53	43	198
53	43	453
53	66	169
53	48	30
53	66	157
53	17	163
53	66	152
53	48	197
53	17	117
53	8	28
53	48	72
53	8	148
53	48	109
53	48	55
53	8	111
53	3	18
53	48	175
53	48	127
53	48	15
53	85	67
53	48	444
53	48	198
53	66	0
53	48	196
53	66	36
53	66	153
53	48	63
53	17	257
53	66	86
53	66	40
53	48	75
53	66	5
53	17	197
53	66	1
53	48	20
53	48	264
53	85	168
53	85	167
53	85	155
53	85	154
53	85	32
53	85	117
53	85	198
53	85	199
53	85	196
53	85	72
53	85	54
53	85	489
53	8	108
53	66	32
53	48	140
53	3	31
53	8	76
53	48	477
53	48	284
53	48	199
53	48	69
53	66	42
53	8	51
53	3	19
53	43	211
53	8	69
53	66	39
53	66	55
53	17	212
53	3	30
53	3	17
53	8	70
53	24	6
53	24	7
53	24	4
53	21	34
53	38	35
53	21	29
53	6	161
53	8	24
53	66	30
53	66	17
53	21	51
53	3	8
53	66	37
53	3	26
53	38	121
53	3	22
53	8	102
53	45	31
53	45	29
53	24	36
53	45	33
53	38	132
53	38	131
53	45	9
53	45	10
53	24	38
53	24	169
53	3	12
53	45	30
53	21	68
53	45	17
53	24	40
53	77	31
53	77	29
53	8	78
53	19	116
53	77	33
53	45	16
53	77	10
53	45	27
53	24	3
53	77	9
53	8	11
53	6	122
53	77	17
53	77	30
53	77	27
53	45	26
53	45	53
53	66	185
53	66	41
53	45	49
53	77	16
53	8	100
53	24	152
53	8	14
53	24	86
53	24	157
53	6	125
53	3	21
53	66	175
53	6	124
53	8	35
53	3	23
53	66	117
53	41	99
53	21	49
53	8	142
53	21	53
53	24	0
53	3	148
53	24	39
53	77	53
53	77	49
53	41	98
53	66	170
53	77	26
53	38	161
53	8	81
53	24	153
53	21	117
53	45	18
53	6	270
53	8	117
53	21	114
53	24	37
53	8	161
53	77	34
53	45	34
53	24	5
53	3	28
53	21	32
53	8	85
53	8	75
53	66	156
53	3	51
53	24	1
53	3	76
53	3	111
53	45	19
53	25	481
53	25	482
53	66	67
53	77	18
53	24	55
53	21	9
53	6	190
53	24	32
53	19	75
53	24	41
53	48	117
53	24	42
53	3	108
53	8	13
53	82	30
53	82	17
152	15	6
152	15	7
152	15	4
152	15	55
152	15	36
152	15	38
152	15	5
152	15	58
152	15	56
152	15	60
152	15	59
152	15	169
152	15	1
152	15	40
152	15	39
152	15	3
152	15	119
152	69	189
152	15	152
152	69	32
152	15	35
152	15	157
152	15	86
152	15	41
152	15	37
152	58	6
152	58	7
152	58	4
152	58	5
152	58	3
152	58	157
1	15	6
1	15	7
1	15	4
1	15	36
1	15	38
1	15	55
1	15	5
1	15	39
1	58	6
1	58	4
1	58	7
1	15	40
1	58	5
1	15	169
1	58	1
1	15	3
1	15	1
1	58	38
1	15	58
1	15	56
1	15	60
1	15	59
1	15	37
1	15	152
1	15	41
1	15	119
1	15	157
1	15	86
1	58	39
1	15	35
1	58	187
1	58	188
1	58	157
1	58	3
1	58	32
1	15	0
74	15	6
74	15	7
74	15	4
74	69	189
74	69	32
74	101	96
74	101	32
74	22	29
74	15	36
74	22	9
74	101	83
74	22	16
74	23	203
74	23	58
74	101	117
74	101	154
74	15	5
74	22	33
74	23	55
74	15	38
74	101	140
74	15	169
74	22	10
74	72	189
74	72	32
74	15	55
74	22	27
74	22	34
74	101	198
74	15	1
2	15	6
2	15	7
2	15	4
2	15	36
2	69	189
2	15	55
2	15	38
2	15	5
2	69	32
2	15	169
11	17	67
11	17	164
11	17	268
11	19	115
11	17	32
11	8	9
11	8	16
11	8	29
11	15	6
11	17	168
11	8	33
11	8	10
11	8	27
11	17	75
11	15	7
11	15	4
11	8	53
11	8	49
11	6	123
11	8	18
11	8	34
11	6	129
11	6	128
11	69	189
11	8	19
11	69	32
11	38	128
11	3	16
11	3	9
11	17	213
11	17	54
11	15	36
11	38	129
11	38	126
11	3	29
11	8	31
11	38	123
11	8	30
11	6	126
11	17	117
11	8	17
11	8	22
11	15	5
11	15	38
11	15	169
11	15	55
11	8	28
11	3	33
11	8	26
4	15	6
4	15	7
4	15	4
4	15	36
4	15	38
4	15	55
4	15	5
4	58	6
4	58	7
4	58	4
4	58	5
4	15	169
4	15	40
4	15	3
4	15	1
4	15	39
4	15	58
4	15	56
4	58	38
4	58	1
4	15	60
4	15	59
4	15	152
4	15	157
4	15	119
4	69	189
4	15	37
4	15	86
4	69	32
4	58	3
4	15	41
4	58	157
4	58	32
4	15	35
4	15	0
4	25	481
4	25	482
4	58	39
4	15	117
4	15	153
4	58	117
4	120	104
4	120	15
4	120	106
4	120	58
4	120	55
4	120	117
4	120	311
4	120	267
4	58	187
4	58	188
4	58	152
4	72	189
4	72	32
4	23	203
4	23	58
4	15	32
4	58	154
4	152	4
4	152	6
4	152	7
4	152	73
4	23	55
117	15	6
117	15	7
117	15	4
117	20	18
117	19	115
117	20	9
117	20	76
117	7	128
117	7	123
117	20	29
117	20	27
117	7	126
117	7	129
117	20	22
117	20	148
117	20	16
117	20	102
117	20	78
117	17	67
117	17	164
117	6	123
117	17	268
117	20	33
117	15	5
117	7	35
117	6	129
117	6	128
117	20	100
117	20	24
117	17	32
117	42	18
117	42	29
117	42	22
117	20	10
117	42	76
117	15	38
117	7	161
117	75	99
117	8	9
117	15	36
117	8	29
117	75	98
117	15	1
117	29	3
117	29	4
117	29	73
117	29	6
117	29	7
117	29	32
117	29	86
117	8	16
117	29	74
117	42	33
117	42	78
117	20	53
117	42	148
117	42	9
117	29	157
117	6	126
117	29	5
117	42	27
117	15	169
117	8	33
117	8	10
117	20	49
117	20	81
117	15	3
117	7	121
117	42	10
117	8	27
117	9	99
117	42	16
117	17	168
117	42	100
117	29	152
117	29	38
117	15	55
117	29	154
117	9	98
117	42	102
117	29	117
117	29	11
117	21	34
117	38	128
117	21	29
117	29	169
117	42	53
117	8	34
117	58	6
117	69	189
117	21	51
117	42	49
117	15	152
117	15	86
117	69	32
117	42	81
117	8	53
117	8	49
117	15	157
117	22	29
117	38	129
117	21	68
117	58	7
117	7	125
117	58	4
117	38	126
117	58	5
117	29	2
117	6	35
117	101	96
117	29	0
117	17	54
117	58	3
117	29	153
117	101	32
117	58	157
117	38	123
117	42	24
117	15	40
117	10	229
117	10	189
117	2	129
117	17	75
117	22	9
117	15	39
117	7	124
117	6	121
117	15	117
117	8	18
117	10	161
117	2	128
117	58	117
117	22	16
117	71	29
117	15	58
117	58	32
117	20	31
117	15	56
117	92	18
117	92	282
117	17	117
117	15	60
117	23	203
117	23	58
117	68	55
117	68	58
5	15	6
5	15	7
5	15	4
5	15	36
5	58	6
5	15	38
5	58	7
5	58	4
5	58	5
5	15	55
5	15	5
5	15	40
5	15	39
5	58	1
5	15	169
5	58	38
5	15	3
5	15	1
5	15	58
5	15	56
5	15	60
5	15	59
5	15	152
5	15	37
5	69	189
5	15	41
5	58	3
5	69	32
5	58	157
5	58	32
5	15	119
5	15	157
5	15	86
5	15	35
5	58	39
5	58	117
5	58	187
5	58	188
5	58	152
5	15	0
5	23	203
5	23	58
5	72	189
5	72	32
5	58	154
5	15	153
153	15	6
153	15	7
153	15	4
153	15	55
153	15	36
153	15	38
153	15	5
153	15	58
153	15	56
153	15	60
153	15	59
153	15	1
153	15	169
153	15	39
153	15	40
153	15	3
153	15	119
153	15	152
153	69	189
153	15	35
153	69	32
153	15	157
153	15	37
153	15	41
153	15	86
169	15	6
169	15	7
169	15	4
169	15	55
169	15	38
169	15	5
169	15	36
169	15	58
169	15	56
169	15	60
169	15	59
169	15	3
169	15	169
169	15	1
169	15	40
169	15	119
169	15	39
169	15	152
169	69	189
169	69	32
169	15	157
169	15	35
169	15	86
154	15	6
154	15	7
154	15	4
154	15	38
154	15	5
154	15	36
154	15	3
154	15	55
154	15	169
154	15	39
154	15	1
154	15	40
154	69	189
154	15	152
154	69	32
154	15	58
154	15	56
154	15	59
154	15	60
154	15	157
154	15	86
154	15	37
154	15	41
154	15	119
154	15	117
154	58	6
154	58	7
154	58	4
154	15	35
154	15	32
154	58	3
154	15	0
154	58	32
154	58	5
176	1	29
176	1	10
176	1	33
176	1	9
176	1	34
176	1	16
176	1	27
176	1	53
176	1	49
176	107	138
176	107	32
176	12	16
176	12	9
231	13	6
231	13	4
231	13	7
231	13	32
231	13	3
231	13	73
231	13	86
231	13	74
231	13	157
231	13	5
231	13	152
231	13	38
231	13	11
231	13	169
231	13	154
231	13	0
231	13	153
231	13	2
231	13	117
231	13	170
231	13	1
231	13	42
231	13	30
231	13	55
128	13	6
128	13	4
128	13	7
128	13	32
128	13	3
128	13	86
128	13	73
128	13	157
128	13	74
128	13	152
128	13	5
128	13	38
128	13	11
128	13	169
128	13	154
128	13	0
128	13	153
128	13	2
128	13	117
128	13	170
128	13	1
128	13	42
128	13	30
128	31	138
128	13	55
128	13	17
128	26	164
128	26	213
128	13	127
128	31	32
128	13	67
128	13	155
128	13	175
128	31	72
128	31	212
128	13	109
128	26	67
128	13	198
128	26	75
128	13	15
128	13	196
128	30	115
128	12	16
128	12	9
128	31	198
128	31	196
128	13	75
128	12	29
128	13	72
128	31	67
128	14	69
128	14	271
128	14	272
128	31	288
128	13	264
128	14	96
128	26	32
128	13	227
128	28	6
128	28	4
128	28	7
128	28	32
128	28	3
128	28	73
128	28	157
128	28	86
128	28	152
128	28	74
128	28	38
128	28	153
128	28	11
128	28	0
128	12	33
128	28	170
128	28	42
128	14	32
128	28	30
128	28	155
128	13	201
128	12	27
128	12	10
128	28	1
128	13	444
128	28	55
128	13	197
128	28	5
128	28	175
128	28	154
128	28	127
128	28	67
128	28	2
128	28	169
128	31	117
128	26	212
128	28	198
128	28	196
128	12	34
128	31	96
128	14	15
128	28	109
128	28	197
128	14	140
128	14	133
128	28	63
128	13	185
128	14	83
128	14	198
128	14	196
128	14	154
128	14	308
128	14	200
128	12	19
128	12	53
128	12	49
128	86	58
128	86	107
128	13	477
128	28	75
128	86	87
128	86	55
128	13	63
128	11	396
128	28	72
128	13	20
128	31	75
128	11	200
128	28	444
128	28	15
128	11	117
128	13	140
128	11	364
128	11	194
128	11	193
128	11	323
128	28	264
128	11	288
128	11	252
128	11	75
128	11	501
128	11	502
128	11	221
128	11	503
128	28	20
128	86	9
128	28	140
128	13	156
128	28	477
128	28	199
128	28	69
128	28	284
128	12	18
128	1	29
128	84	29
128	1	10
128	84	19
128	1	33
128	84	9
128	86	16
128	13	199
128	84	16
128	1	9
128	13	69
128	13	284
128	12	31
128	12	23
128	13	215
128	31	140
128	116	81
128	116	18
128	116	29
128	116	76
128	116	9
128	116	22
128	1	34
128	26	80
128	26	29
128	106	0
128	106	6
128	12	111
128	116	16
128	12	30
128	1	16
128	106	4
128	106	7
128	12	17
128	1	27
128	12	28
128	26	194
128	31	54
128	106	3
128	28	17
128	84	27
128	106	38
128	106	169
128	1	53
128	1	49
128	84	33
128	106	157
128	106	152
128	26	303
128	12	12
128	13	54
128	12	26
128	106	36
128	12	51
128	106	153
128	116	100
128	106	86
128	31	199
128	28	117
128	106	40
128	107	138
128	106	1
128	86	305
128	84	28
128	109	29
128	109	111
128	109	9
128	84	23
128	12	22
128	106	42
128	109	16
128	106	32
49	8	9
49	8	29
49	8	16
49	8	33
49	8	10
49	19	115
49	6	123
49	17	67
49	17	164
49	6	129
49	8	27
49	6	128
49	8	34
49	17	268
49	8	53
49	8	49
49	17	32
49	6	126
49	17	168
49	8	18
49	3	16
49	3	9
49	17	75
49	3	29
49	8	31
49	8	19
49	3	33
49	3	10
49	8	30
49	8	17
49	6	131
49	6	132
49	38	128
49	6	121
49	17	54
49	8	26
49	8	8
49	3	27
49	6	35
49	3	34
49	38	129
49	38	126
49	3	53
49	3	49
49	8	12
49	17	198
49	17	196
49	66	6
49	66	7
49	66	4
49	8	22
49	38	123
49	48	4
49	48	6
49	48	7
49	48	73
49	48	3
49	48	32
49	48	157
49	48	86
49	48	152
49	48	38
49	48	153
49	48	0
49	17	213
49	48	42
49	48	170
49	8	21
49	66	38
49	48	155
49	48	5
49	48	154
49	8	23
49	66	3
49	48	1
49	48	67
49	48	2
49	48	74
49	48	11
49	48	169
49	66	169
49	43	259
49	43	194
49	43	196
49	43	170
49	43	67
49	43	44
49	43	198
49	43	453
49	48	30
49	66	157
49	17	163
49	66	152
49	48	197
49	17	117
49	8	28
49	48	72
49	48	109
49	8	148
49	48	55
49	8	111
49	48	175
49	48	127
49	3	18
49	48	15
49	85	67
49	48	444
49	66	0
49	48	198
49	66	36
49	48	196
49	66	153
49	48	63
49	17	257
49	66	86
49	66	40
49	48	75
49	66	5
49	17	197
49	66	1
49	48	20
49	48	264
49	85	168
49	85	167
49	85	155
49	85	154
49	85	32
49	85	117
49	85	198
49	85	199
49	85	196
49	85	72
49	85	54
49	85	489
49	8	108
49	66	32
49	3	31
49	48	140
49	8	76
49	48	477
49	48	284
49	48	199
49	48	69
49	66	42
49	3	19
49	8	51
49	43	211
49	8	69
49	66	39
49	66	55
49	3	30
49	17	212
49	3	17
49	8	70
49	24	6
49	24	7
49	24	4
49	38	35
49	21	34
49	6	161
49	21	29
49	66	30
49	8	24
49	66	17
49	21	51
49	3	8
49	66	37
49	3	26
49	38	121
49	3	22
49	24	36
49	45	31
49	8	102
49	45	29
49	38	132
49	38	131
49	45	33
49	45	9
49	24	38
49	24	169
49	45	10
49	3	12
49	21	68
49	45	30
49	45	17
49	24	40
49	77	31
49	77	29
49	19	116
49	77	33
49	8	78
49	77	10
49	45	16
49	24	3
49	77	9
49	45	27
49	8	11
49	6	122
49	77	17
49	77	30
49	77	27
49	66	185
49	45	26
49	66	41
49	45	53
49	77	16
49	45	49
49	24	152
49	8	14
49	8	100
49	24	86
49	6	125
49	24	157
49	6	124
49	3	21
49	66	175
49	8	35
49	3	23
49	66	117
49	8	142
49	21	49
49	24	0
49	21	53
49	41	99
49	24	39
49	77	53
49	3	148
49	77	49
49	66	170
49	38	161
49	77	26
49	41	98
49	24	153
49	21	117
49	8	81
49	6	270
49	45	18
49	8	117
49	21	114
49	24	37
49	8	161
49	77	34
49	45	34
49	24	5
49	3	28
49	21	32
49	8	85
49	8	75
49	66	156
49	3	51
49	24	1
49	3	111
49	3	76
49	45	19
49	66	67
49	77	18
49	24	55
49	6	190
49	25	481
49	25	482
49	21	9
49	24	32
49	19	75
49	24	41
49	48	117
49	24	42
49	8	13
49	3	108
49	82	30
49	82	17
9	8	9
9	8	29
9	8	16
9	8	33
9	8	10
9	19	115
9	8	27
9	17	67
9	17	164
9	8	34
9	17	268
9	6	123
9	8	53
9	8	49
9	6	129
9	6	128
9	17	32
9	3	16
9	3	9
9	3	29
9	17	168
9	8	18
9	6	126
9	17	75
9	8	19
9	3	33
9	3	10
9	38	128
9	8	31
9	38	126
9	38	129
9	8	30
9	8	17
9	3	27
9	38	123
9	3	34
9	8	26
9	8	8
9	8	22
9	17	54
9	6	131
9	6	132
9	3	53
9	3	49
9	6	121
9	17	213
9	8	12
9	8	28
9	6	35
9	48	6
9	48	4
9	48	7
9	48	3
9	48	73
9	48	32
9	48	157
9	48	86
9	48	152
9	48	38
9	48	153
9	48	0
9	8	23
9	17	198
9	48	42
9	17	196
9	48	170
9	8	111
9	48	155
9	48	5
9	48	154
9	48	67
9	48	2
9	3	18
9	8	21
9	48	74
9	66	6
9	43	259
9	43	194
9	43	196
9	43	170
9	43	67
9	43	44
9	43	198
9	43	453
9	48	11
9	66	7
9	66	4
9	48	1
9	48	169
9	48	30
9	48	197
9	48	72
9	8	148
9	48	55
9	48	175
9	66	38
9	48	15
9	66	3
9	48	127
9	8	51
9	48	109
9	3	19
9	17	163
9	48	198
9	17	117
9	48	444
9	48	196
9	66	169
9	8	76
9	85	67
9	66	157
9	38	35
9	66	152
9	48	63
9	8	108
9	48	75
9	48	140
9	43	211
9	8	142
9	48	20
9	3	31
9	48	264
9	17	257
9	38	121
9	66	0
9	17	212
9	66	36
9	85	168
9	85	167
9	85	155
9	85	154
9	85	32
9	85	117
9	85	198
9	85	199
9	85	196
9	85	72
9	85	54
9	85	489
9	17	197
9	48	477
9	48	284
9	48	199
9	48	69
9	66	153
9	66	40
9	8	69
9	3	22
9	66	86
9	3	30
9	66	5
9	66	1
9	24	6
9	24	7
9	8	24
9	32	123
9	24	4
9	3	17
9	38	131
9	38	132
9	66	32
9	32	129
9	66	42
9	19	116
9	32	128
9	8	78
9	8	102
9	66	39
9	8	70
9	3	8
9	66	55
9	3	28
9	8	11
9	24	36
9	3	26
9	24	38
9	24	169
9	3	12
9	8	85
9	38	161
9	8	14
9	8	100
9	24	40
9	24	3
9	6	161
9	3	23
9	76	18
9	3	111
9	66	30
9	66	37
9	66	17
9	24	152
